note_id,athlete_id,date,note_type,note_text
CN003266,A0502,2024-11-29,selection,Currently on reserve list for championship squad.
CN003267,A0503,2020-06-15,technical,Transition into upright posture is cleaner.
CN003268,A0503,2021-02-11,strategy,Taper response appears positive.
CN003269,A0503,2020-11-19,medical,Recovery plan followed well this week.
CN003270,A0503,2022-04-13,psychological,Needs calmer start routine.
CN003271,A0503,2020-05-03,technical,Drive phase improving.
CN003272,A0503,2022-10-30,technical,Needs better bend running mechanics.
CN003273,A0503,2020-08-25,selection,Currently on reserve list for championship squad.
CN003274,A0504,2022-11-04,medical,Recovery plan followed well this week.
CN003275,A0504,2023-01-09,psychological,Maintains focus under race rehearsal.
CN003276,A0504,2024-03-10,medical,No adverse response after return-to-run work.
CN003277,A0504,2022-07-15,selection,Currently on reserve list for championship squad.
CN003278,A0504,2020-01-11,medical,No adverse response after return-to-run work.
CN003279,A0504,2023-02-03,technical,Needs better bend running mechanics.
CN003280,A0504,2020-07-19,technical,Drive phase improving.
CN003281,A0504,2021-01-28,medical,Monitor lower limb tightness after speed sessions.
CN003282,A0505,2021-09-26,technical,Needs better bend running mechanics.
CN003283,A0505,2021-10-06,technical,Transition into upright posture is cleaner.
CN003284,A0505,2022-02-11,strategy,Race modeling should emphasize controlled first half.
CN003285,A0505,2023-09-23,technical,Stride rhythm is more consistent.
CN003286,A0505,2024-04-05,medical,Recovery plan followed well this week.
CN003287,A0505,2021-07-05,psychological,Maintains focus under race rehearsal.
CN003288,A0505,2024-06-29,selection,Currently on reserve list for championship squad.
CN003289,A0505,2020-11-23,medical,Recovery plan followed well this week.
CN003290,A0506,2020-05-13,strategy,Shift focus to primary event for next cycle.
CN003291,A0506,2020-08-04,strategy,Selection window should prioritize consistency.
CN003292,A0506,2023-10-18,technical,Drive phase improving.
CN003293,A0506,2020-08-08,psychological,Confidence building ahead of competition window.
CN003294,A0506,2024-08-01,medical,Recovery plan followed well this week.
CN003295,A0506,2020-02-26,psychological,Needs calmer start routine.
CN003296,A0506,2021-03-05,technical,Drive phase improving.
CN003297,A0507,2020-12-28,psychological,"Responds well to clear, direct cues."
CN003298,A0507,2023-10-14,psychological,"Responds well to clear, direct cues."
CN003299,A0507,2021-03-14,strategy,Taper response appears positive.
CN003300,A0507,2021-04-07,technical,Stride rhythm is more consistent.
CN003301,A0507,2023-12-23,psychological,Confidence building ahead of competition window.
CN003302,A0507,2021-07-05,technical,Stride rhythm is more consistent.
CN003303,A0507,2024-04-20,strategy,Selection window should prioritize consistency.
CN003304,A0507,2022-12-01,selection,Tracking positively for regional team consideration.
CN003305,A0508,2022-12-04,technical,Drive phase improving.
CN003306,A0508,2024-04-23,technical,Needs better bend running mechanics.
CN003307,A0508,2021-02-20,psychological,"Responds well to clear, direct cues."
CN003308,A0508,2022-07-08,selection,Needs one more strong result before final selection.
CN003309,A0508,2020-04-21,strategy,Shift focus to primary event for next cycle.
CN003310,A0508,2021-01-22,medical,No adverse response after return-to-run work.
CN003311,A0509,2023-08-07,psychological,Needs calmer start routine.
CN003312,A0509,2023-08-27,selection,Currently on reserve list for championship squad.
CN003313,A0509,2024-07-05,technical,Drive phase improving.
CN003314,A0509,2022-08-31,technical,Transition into upright posture is cleaner.
CN003315,A0509,2021-10-06,strategy,Taper response appears positive.
CN003316,A0509,2022-06-09,strategy,Taper response appears positive.
CN003317,A0509,2021-09-21,strategy,Race modeling should emphasize controlled first half.
CN003318,A0509,2021-03-09,technical,Transition into upright posture is cleaner.
CN003319,A0510,2022-09-18,technical,Drive phase improving.
CN003320,A0510,2020-08-25,selection,Needs one more strong result before final selection.
CN003321,A0510,2021-09-24,selection,Currently on reserve list for championship squad.
CN003322,A0510,2023-03-12,psychological,"Responds well to clear, direct cues."
CN003323,A0510,2023-02-01,strategy,Taper response appears positive.
CN003324,A0510,2024-06-24,technical,Drive phase improving.
CN003325,A0510,2020-10-06,medical,Recovery plan followed well this week.
CN003326,A0510,2020-01-22,selection,Needs one more strong result before final selection.
CN003327,A0511,2021-05-26,technical,Needs better bend running mechanics.
CN003328,A0511,2023-09-22,technical,Transition into upright posture is cleaner.
CN003329,A0511,2023-08-26,technical,Stride rhythm is more consistent.
CN003330,A0511,2023-10-13,psychological,Needs calmer start routine.
CN003331,A0511,2020-07-04,technical,Drive phase improving.
CN003332,A0511,2020-07-25,medical,No adverse response after return-to-run work.
CN003333,A0512,2023-09-18,strategy,Taper response appears positive.
CN003334,A0512,2024-06-27,psychological,Maintains focus under race rehearsal.
CN003335,A0512,2020-06-17,technical,Transition into upright posture is cleaner.
CN003336,A0512,2023-01-01,strategy,Race modeling should emphasize controlled first half.
CN003337,A0512,2021-05-18,strategy,Race modeling should emphasize controlled first half.
CN003338,A0513,2020-05-03,medical,Monitor lower limb tightness after speed sessions.
CN003339,A0513,2022-07-07,strategy,Race modeling should emphasize controlled first half.
CN003340,A0513,2021-01-30,strategy,Taper response appears positive.
CN003341,A0513,2022-06-25,strategy,Shift focus to primary event for next cycle.
CN003342,A0513,2022-08-06,technical,Stride rhythm is more consistent.
CN003343,A0513,2021-07-10,psychological,Needs calmer start routine.
CN003344,A0513,2020-01-05,selection,Tracking positively for regional team consideration.
CN003345,A0513,2022-11-23,strategy,Shift focus to primary event for next cycle.
CN003346,A0514,2024-11-17,psychological,"Responds well to clear, direct cues."
CN003347,A0514,2023-01-07,medical,Continue mobility focus and load management.
CN003348,A0514,2024-08-14,selection,Tracking positively for regional team consideration.
CN003349,A0514,2022-08-09,medical,No adverse response after return-to-run work.
CN003350,A0514,2024-01-17,technical,Drive phase improving.
CN003351,A0514,2020-09-27,technical,Stride rhythm is more consistent.
CN003352,A0514,2020-02-13,strategy,Shift focus to primary event for next cycle.
CN003353,A0515,2022-04-17,medical,Continue mobility focus and load management.
CN003354,A0515,2020-02-23,psychological,Needs calmer start routine.
CN003355,A0515,2024-03-01,technical,Needs better bend running mechanics.
CN003356,A0515,2024-01-15,strategy,Race modeling should emphasize controlled first half.
CN003357,A0515,2022-08-16,strategy,Selection window should prioritize consistency.
CN003358,A0515,2024-08-10,selection,Tracking positively for regional team consideration.
CN003359,A0516,2023-02-06,psychological,Maintains focus under race rehearsal.
CN003360,A0516,2024-01-29,psychological,Maintains focus under race rehearsal.
CN003361,A0516,2024-12-28,strategy,Taper response appears positive.
CN003362,A0516,2024-01-17,medical,No adverse response after return-to-run work.
CN003363,A0516,2020-05-23,psychological,"Responds well to clear, direct cues."
CN003364,A0516,2024-03-28,strategy,Shift focus to primary event for next cycle.
CN003365,A0517,2020-11-04,technical,Stride rhythm is more consistent.
CN003366,A0517,2024-11-04,medical,Recovery plan followed well this week.
CN003367,A0517,2022-07-12,psychological,"Responds well to clear, direct cues."
CN003368,A0517,2021-01-07,strategy,Taper response appears positive.
CN003369,A0517,2024-12-23,strategy,Race modeling should emphasize controlled first half.
CN003370,A0517,2020-12-23,psychological,Confidence building ahead of competition window.
CN003371,A0517,2024-04-26,medical,Monitor lower limb tightness after speed sessions.
CN003372,A0518,2023-03-31,technical,Transition into upright posture is cleaner.
CN003373,A0518,2022-09-01,selection,Needs one more strong result before final selection.
CN003374,A0518,2023-09-14,medical,No adverse response after return-to-run work.
CN003375,A0518,2023-06-30,strategy,Selection window should prioritize consistency.
CN003376,A0518,2020-05-29,technical,Transition into upright posture is cleaner.
CN003377,A0519,2020-02-15,technical,Needs better bend running mechanics.
CN003378,A0519,2024-04-23,technical,Needs better bend running mechanics.
CN003379,A0519,2024-09-26,psychological,Confidence building ahead of competition window.
CN003380,A0519,2020-11-19,selection,Showing enough consistency for relay pool consideration.
CN003381,A0519,2020-01-27,technical,Needs better bend running mechanics.
CN003382,A0520,2022-09-13,psychological,Maintains focus under race rehearsal.
CN003383,A0520,2022-07-08,psychological,"Responds well to clear, direct cues."
CN003384,A0520,2024-03-11,selection,Needs one more strong result before final selection.
CN003385,A0520,2024-08-01,psychological,Needs calmer start routine.
CN003386,A0520,2024-10-15,selection,Showing enough consistency for relay pool consideration.
CN003387,A0520,2024-08-19,technical,Needs better bend running mechanics.
CN003388,A0521,2023-10-11,selection,Showing enough consistency for relay pool consideration.
CN003389,A0521,2022-01-25,technical,Drive phase improving.
CN003390,A0521,2020-12-21,selection,Currently on reserve list for championship squad.
CN003391,A0521,2020-05-27,medical,No adverse response after return-to-run work.
CN003392,A0521,2024-06-25,selection,Tracking positively for regional team consideration.
CN003393,A0522,2023-02-15,psychological,Maintains focus under race rehearsal.
CN003394,A0522,2021-01-05,selection,Tracking positively for regional team consideration.
CN003395,A0522,2020-09-22,selection,Tracking positively for regional team consideration.
CN003396,A0522,2024-01-03,selection,Tracking positively for regional team consideration.
CN003397,A0522,2022-05-30,strategy,Selection window should prioritize consistency.
CN003398,A0522,2022-05-18,strategy,Shift focus to primary event for next cycle.
CN003399,A0523,2021-05-19,selection,Tracking positively for regional team consideration.
CN003400,A0523,2021-05-12,psychological,Needs calmer start routine.
CN003401,A0523,2020-10-22,selection,Tracking positively for regional team consideration.
CN003402,A0523,2021-08-14,selection,Tracking positively for regional team consideration.
CN003403,A0523,2020-09-11,medical,No adverse response after return-to-run work.
CN003404,A0523,2023-06-06,psychological,"Responds well to clear, direct cues."
CN003405,A0524,2021-01-28,technical,Transition into upright posture is cleaner.
CN003406,A0524,2021-11-22,medical,No adverse response after return-to-run work.
CN003407,A0524,2024-04-17,strategy,Selection window should prioritize consistency.
CN003408,A0524,2024-03-04,technical,Needs better bend running mechanics.
CN003409,A0524,2022-09-23,strategy,Race modeling should emphasize controlled first half.
CN003410,A0525,2021-11-03,selection,Tracking positively for regional team consideration.
CN003411,A0525,2020-02-16,medical,Continue mobility focus and load management.
CN003412,A0525,2021-02-05,selection,Showing enough consistency for relay pool consideration.
CN003413,A0525,2022-09-26,selection,Tracking positively for regional team consideration.
CN003414,A0525,2024-01-20,strategy,Selection window should prioritize consistency.
CN003415,A0526,2022-11-25,selection,Currently on reserve list for championship squad.
CN003416,A0526,2020-04-12,medical,Continue mobility focus and load management.
CN003417,A0526,2021-12-11,psychological,Needs calmer start routine.
CN003418,A0526,2020-07-23,medical,Continue mobility focus and load management.
CN003419,A0526,2021-07-17,technical,Needs better bend running mechanics.
